Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
554,20-12-10,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.516666667,30.16666667,249.3333333,388
554,22-12-10,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.8,32.65,245.3333333,408.3333333
554,27-12-10,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.16,56.92,314.6666667,566
554,29-12-10,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.14,47.72,328.3333333,553
555,1/4/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,17.3,222.3333333,435
555,1/6/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.966666667,19.25,135,312.3333333
555,1/11/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.25,20.23333333,161,377
555,13-01-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.983333333,21.71666667,186.6666667,366.6666667
555,18-01-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.633333333,22.03333333,259,419
555,20-01-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.333333333,21.53333333,140,281.3333333
555,25-01-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.56,19.35,133.3333333,346
555,27-01-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.6,21.2,177,333.6666667
555,2/1/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.766666667,10.71666667,197,451.3333333
555,2/3/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.733333333,18.81666667,131.6666667,293.6666667
555,2/8/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.833333333,21.73333333,195,308
555,2/10/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.1,16.71666667,207.3333333,329.3333333
555,15-02-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.35,16.21666667,179.3333333,387
555,17-02-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.75,15.5,137,406.3333333
555,22-02-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.875,24.34,218.6666667,464.3333333
555,24-02-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.833333333,17.78333333,111,224.3333333
555,3/3/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.5,16.18,170.6666667,295.6666667
555,3/5/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.4,11.53333333,143.3333333,321.3333333
555,3/8/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.816666667,13.51666667,205.6666667,380.6666667
555,3/10/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.88,20.06,134.6666667,287.6666667
555,15-03-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.866666667,18.55,185,439.6666667
555,17-03-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.683333333,25.6,211,343.6666667
555,22-03-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.683333333,25.55,162,356.6666667
555,24-03-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.266666667,23.96666667,168,283
555,29-03-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.06,20.64,144.6666667,376
555,31-03-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.44,21.54,216.6666667,470
555,4/5/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.733333333,25.53333333,269.3333333,455
555,4/7/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.9,19.76666667,259.3333333,508.6666667
555,4/12/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.266666667,21.01666667,198,440.3333333
555,14-04-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.76,13.92,198,442.3333333
555,19-04-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.24,18.6,163,548.3333333
555,21-04-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.5,20.41666667,298.6666667,506
555,26-04-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.783333333,16.28333333,143.3333333,334
555,28-04-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.14,13.74,186.6666667,364.3333333
555,5/3/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.7,20.05,77.66666667,281
555,5/5/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.4,26.76,189.6666667,393.3333333
555,5/10/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.28,18.98,222.3333333,492.6666667
555,5/12/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.65,12.53333333,338.3333333,651.3333333
555,17-05-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.516666667,28.05,238.3333333,362.6666667
555,19-05-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.116666667,23.21666667,229,517
555,24-05-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.566666667,13.75,186,446.6666667
555,26-05-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.316666667,26.7,217,362
555,31-05-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.38,32.8,219,619
555,6/2/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.54,33.43333333,308,634
555,6/7/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.96,17.56,289.3333333,507
555,6/9/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.96,18.6,263.3333333,498
555,14-06-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.44,13.74,214.6666667,399.6666667
555,16-06-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.933333333,13.6,187.3333333,366.3333333
555,21-06-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.98,15.36,146,352.3333333
555,23-06-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.26,17.48333333,217.3333333,458.6666667
555,28-06-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.833333333,17.78333333,214,450
555,30-06-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.8,11.4,220.3333333,474
555,7/5/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.583333333,19.28333333,151.6666667,292.6666667
555,7/8/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.2,16.21666667,125,255.6666667
555,7/12/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.633333333,13.05,89.33333333,229.3333333
555,15-07-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.516666667,12.96666667,148.6666667,319.6666667
555,19-07-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.75,17.16666667,156.3333333,320.3333333
555,21-07-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.216666667,18.76666667,123,288.3333333
555,26-07-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.083333333,12.23333333,81,223.3333333
555,28-07-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.616666667,11.41666667,116,236.6666667
555,8/2/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.866666667,18.98333333,83.66666667,192.3333333
555,8/4/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.44,15.84,101.3333333,153.6666667
555,8/9/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.116666667,17.2,95,229.6666667
555,8/12/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.566666667,15.55,138,291
555,16-08-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.05,20.55,94,287.6666667
555,18-08-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.283333333,16.91666667,82,239.6666667
555,23-08-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.666666667,17.51666667,178.6666667,243.3333333
555,25-08-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.533333333,21.06666667,141,328.6666667
555,30-08-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.25,18.51666667,124.3333333,305.3333333
555,9/1/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.15,20.06666667,168.6666667,384
555,9/6/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.033333333,23.93333333,118,282.3333333
555,9/8/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.866666667,22.73333333,125.3333333,351
555,13-09-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.066666667,27.1,101.3333333,348.6666667
555,15-09-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.5,26.46666667,157,281.6666667
555,21-09-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,25.55,103.6666667,274
555,23-09-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.75,24.7,116.6666667,342.3333333
555,27-09-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.75,11.51666667,168,364.6666667
555,29-09-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.233333333,16.13333333,161.6666667,290.3333333
555,10/4/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.683333333,24.03333333,192,379.6666667
555,10/6/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.216666667,17.3,143.3333333,271.6666667
555,10/11/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.5,22.48333333,262.3333333,435.3333333
555,13-10-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.483333333,23.16666667,153.3333333,316
555,18-10-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.9,26.85,184.3333333,317.6666667
555,20-10-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.15,11.36666667,58,249.3333333
555,25-10-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.216666667,23.58333333,111,243.3333333
555,27-10-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.6,22.7,150.6666667,338.3333333
555,11/1/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.233333333,35.2,128.3333333,322
555,11/4/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.233333333,30.93333333,208.3333333,515.6666667
555,11/5/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",40.11666667,13.75,466,738.6666667
555,11/8/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,19.13333333,166.6666667,331
555,11/10/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.7,25.11666667,189.3333333,473.6666667
555,15-11-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.766666667,45.86666667,182.6666667,592
555,17-11-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.266666667,40.46666667,208.6666667,290
555,22-11-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.7,27.28333333,295.6666667,517.3333333
555,24-11-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.55,23.05,235.6666667,469.6666667
555,29-11-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.15,21,198.6666667,360
555,12/1/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.95,22.78333333,189.3333333,409.3333333
555,12/6/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.083333333,19.61666667,260.6666667,442.6666667
555,12/8/2010,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.833333333,14.21666667,228.3333333,385.3333333
555,13-12-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.666666667,18.5,261.6666667,438.6666667
555,15-12-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.233333333,20.01666667,188.6666667,399.6666667
555,20-12-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.033333333,28.93333333,256,489.6666667
555,22-12-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.716666667,32.38333333,215.3333333,454
555,27-12-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.96,40.8,263.6666667,501.6666667
555,29-12-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.68,35.78,172.3333333,350
6,1/5/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,19.56166667,32.60166667,138,277
6,1/7/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,19.42333333,32.22333333,140.3333333,263
6,1/12/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,18.80333333,32.125,136.6666667,275
6,14-01-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,19.35833333,33.88333333,143.6666667,288
6,19-01-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,18.93,32.67833333,135.6666667,264
6,21-01-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,19.15666667,32.12833333,133.3333333,262.6666667
6,27-01-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,18.80666667,33.23333333,133,265
6,29-01-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,19.035,32.68,129.6666667,258
6,2/2/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.265,29.635,128.3333333,254.3333333
6,2/4/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.20333333,30.22166667,125.6666667,248.3333333
6,2/9/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.36833333,30.83,132.6666667,263
6,2/11/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.394,30.938,126.3333333,246.6666667
6,16-02-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.39,30.92,122,240.3333333
6,18-02-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.11166667,29.815,125.3333333,252.3333333
6,23-02-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,16.88,29.175,123,244
6,25-02-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.00333333,29.36,124.3333333,246
6,3/3/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,18.162,31.778,122.3333333,241.6666667
6,3/5/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.52833333,27.68166667,120,244
6,3/9/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.24,28.305,123,237
6,3/11/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.455,29.07,124.3333333,242.3333333
6,16-03-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.55166667,29.44333333,124,254.6666667
6,18-03-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.43333333,28.98,126.3333333,246.6666667
6,23-03-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.19,27.95333333,124.3333333,250.3333333
6,25-03-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.455,29.07,122.6666667,243.3333333
6,30-03-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.215,28.14666667,128.6666667,258.3333333
6,4/2/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.385,28.53333333,129,259.6666667
6,4/6/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.285,28.16666667,128.3333333,261.6666667
6,4/9/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.06833333,27.525,129,258.3333333
6,13-04-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.35666667,27.10666667,132.3333333,264.3333333
6,16-04-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.50166667,28.35,127.3333333,258
6,20-04-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.52833333,29.085,125.6666667,249
6,23-04-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.26166667,28.075,127.6666667,259
6,27-04-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,16.92666667,26.79,128.3333333,257.3333333
6,30-04-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.26166667,28.07333333,124.3333333,251
6,5/4/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,16.9,26.69666667,123.3333333,243.6666667
6,5/6/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,16.63333333,26.49666667,121,241
6,5/11/2010,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,16.87333333,26.78333333,114.3333333,231.3333333
6,13-05-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.07166667,27.34,124,240
6,18-05-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.05166667,27.43333333,124.6666667,251
6,20-05-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.174,23.746,125.6666667,255
6,25-05-10,Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra, Anpara",Uttar Pradesh State Pollution Control Board,Industrial Area,17.06666667,27.435,126.6666667,254.6666667
