Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
323,1/4/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,10.4,201.3333333,365.3333333
323,1/7/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.8,10.6,194.6666667,280
323,1/11/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.4,10.6,194.3333333,272.6666667
323,16-01-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.4,10.2,194,329.6666667
323,18-01-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.4,9.6,193,265
323,21-01-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.666666667,8.833333333,183.6666667,297
323,23-01-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.4,11.6,178,265
323,28-01-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.166666667,10.16666667,159.3333333,228.3333333
323,2/1/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.333333333,11.33333333,219.6666667,314
323,2/4/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.166666667,10.33333333,281.3333333,421
323,2/8/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.2,11.8,230,378.6666667
323,2/11/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.6,12.2,194,287.6666667
323,15-02-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11.83333333,14,199,313
323,18-02-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.6,12.4,201.3333333,330
323,22-02-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.2,11.4,233,349
323,25-02-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.333333333,12,151,259
323,3/4/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.4,11.4,206,362.6666667
323,3/8/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.833333333,10.5,183.3333333,320
323,3/11/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.2,12,188.6666667,341
323,18-03-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.166666667,11.33333333,242.6666667,401
323,22-03-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.75,12.75,246.6666667,428.3333333
323,25-03-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.6,12,234,394.3333333
323,29-03-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11.2,12.6,181,331.3333333
323,31-03-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.16666667,12.16666667,174,282
323,4/1/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.5,10.33333333,200.3333333,383.6666667
323,4/5/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.833333333,11.66666667,232.3333333,404
323,4/8/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.333333333,10.16666667,208.6666667,433.6666667
323,4/12/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.75,11,199.5,340
323,15-04-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.666666667,11.33333333,221.3333333,397.3333333
323,19-04-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,177,354
323,22-04-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,9.8,205.3333333,364.6666667
323,26-04-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.83333333,12.16666667,271,482
323,29-04-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.5,11.16666667,208.6666667,392.6666667
323,5/3/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.5,10.5,147,290
323,5/6/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.33333333,12.33333333,311,511
323,5/10/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,10.83333333,210.6666667,360.6666667
323,13-05-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11.4,12.8,227.6666667,457
323,17-05-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.333333333,13,215,396.3333333
323,20-05-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.16666667,12.5,207.6666667,384.3333333
323,24-05-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.666666667,12.16666667,200.3333333,424.6666667
323,31-05-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.25,11.25,139.5,275
323,6/7/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,283.5,480
323,6/10/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.4,11.2,259.6666667,362.3333333
323,14-06-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.2,11,205,396.6666667
323,17-06-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,11.4,199.3333333,316
323,21-06-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,9.5,232.6666667,413.3333333
323,24-06-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.333333333,9.666666667,144,310.6666667
323,28-06-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.8,10,226,379.3333333
323,7/1/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.166666667,10,171,314.6666667
323,7/8/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.16666667,10.66666667,141.6666667,248.6666667
323,7/12/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.5,10.5,208.6666667,375
323,15-07-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.4,10.6,159,255.6666667
323,26-07-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,167.5,282.5
323,8/5/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.6,10,238.6666667,420.6666667
323,8/9/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,10.66666667,130.3333333,272.3333333
323,8/12/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.75,9,131,268.6666667
323,19-08-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,111.5,192.5
323,23-08-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.666666667,9.666666667,123.6666667,229.6666667
323,26-08-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.5,10,101,247
323,30-08-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.2,11.6,122,221.6666667
323,9/6/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,134.6666667,229.6666667
323,9/9/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,147.3333333,272.6666667
323,13-09-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,109.6666667,208.6666667
323,16-09-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,143.3333333,239.3333333
323,23-09-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.25,11.25,117.3333333,186.3333333
323,27-09-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,10.2,161.6666667,368.6666667
323,30-09-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,10.33333333,232.3333333,358.3333333
323,10/4/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.6,10.6,137,270
323,10/7/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.8,10,143.6666667,307.6666667
323,10/11/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.2,11.6,127.6666667,280
323,14-10-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.4,10.6,146.6666667,280
323,21-10-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.16666667,11.16666667,190.3333333,317.6666667
323,25-10-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,10.2,170,293.3333333
323,11/1/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.8,11,162.3333333,305.6666667
323,11/8/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.5,11.66666667,184.3333333,311
323,11/11/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11.33333333,13.16666667,154.6666667,239.6666667
323,15-11-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.5,12.25,111,222.5
323,18-11-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.2,12.4,95.66666667,181.3333333
323,22-11-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.333333333,12.5,169,248.6666667
323,25-11-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.2,12.4,141.6666667,236.3333333
323,29-11-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.2,12.4,138,282.3333333
323,12/2/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.6,9.8,116.6666667,194.3333333
323,12/9/2010,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.6,9.8,125.6666667,202.6666667
323,13-12-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.75,11,104,243.6666667
323,16-12-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.166666667,10.33333333,134,265.3333333
323,20-12-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.833333333,10.16666667,140.3333333,248
323,23-12-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,10.2,143,246
323,27-12-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.16666667,11.16666667,150,276.6666667
323,30-12-10,Uttar Pradesh,Agra,"Regional Office, Bodla, Agra",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,137,228.5
324,1/1/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8,10.6,234.6666667,374
324,1/6/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,11.6,247.6666667,383.6666667
324,1/8/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,161.3333333,260.3333333
324,1/12/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.2,12.2,203.3333333,356
324,15-01-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.166666667,11.33333333,271.3333333,408.3333333
324,19-01-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7,9.666666667,240,398
324,22-01-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.333333333,10.83333333,163.3333333,258.6666667
324,29-01-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.2,11.6,183,312.6666667
324,2/2/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.2,13.4,217.6666667,364
324,2/5/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11.4,14,270.6666667,412.6666667
324,2/9/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.8,12.6,228.6666667,284.3333333
324,16-02-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.2,11.6,196.6666667,309.3333333
324,19-02-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,13,15,263.6666667,419.3333333
324,23-02-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.75,13,199.6666667,317
324,26-02-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.2,12.2,233,386.6666667
324,3/2/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.2,11.4,224.3333333,389
324,3/5/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.5,13.5,210,376
324,3/9/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,12.6,177,319
324,3/12/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,270,498.3333333
324,16-03-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.2,12.4,244,440.3333333
324,19-03-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.25,11.5,265.6666667,459
324,23-03-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,12,201.3333333,354.6666667
324,26-03-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,13.8,236,425.6666667
324,30-03-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,13.2,230.3333333,398.3333333
324,4/3/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.2,12,225,429.3333333
324,4/6/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.25,13.25,255.3333333,513.6666667
324,4/9/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11.75,14,257.5,511
324,13-04-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,11.6,274.6666667,582.6666667
324,16-04-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9,10.5,211.3333333,440.3333333
324,20-04-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,12.75,189,431.6666667
324,23-04-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.666666667,10.66666667,222.6666667,455
324,27-04-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.5,10.66666667,258.6666667,464
324,30-04-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11.75,13,196.6666667,445
324,5/4/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.5,13.5,227.3333333,506
324,5/7/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,247.3333333,559.6666667
324,5/11/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10,11.75,144,387.6666667
324,14-05-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,13.2,252.3333333,414.3333333
324,18-05-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.25,11.75,191,357.6666667
324,21-05-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.4,12.4,227.6666667,430.3333333
324,25-05-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11,13.5,204.3333333,413.6666667
324,28-05-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.2,12.6,278,551.3333333
324,6/1/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.25,12.25,263.6666667,448.3333333
324,6/4/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.5,11.5,165.6666667,320
324,6/8/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.75,12,253,445.6666667
324,6/11/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.25,12.25,206.3333333,392.6666667
324,18-06-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.2,12.2,208,360.3333333
324,22-06-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7.75,9.25,221,452
324,25-06-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,204.6666667,394.3333333
324,29-06-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,283.3333333,445
324,7/2/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.25,9.75,238,439.3333333
324,7/6/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.4,10.8,171.6666667,286.3333333
324,7/9/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.4,12.4,187.3333333,335
324,13-07-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,232.6666667,392
324,16-07-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,152.6666667,284.3333333
324,20-07-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.25,11,134.3333333,271
324,23-07-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.4,10,136.3333333,264.6666667
324,27-07-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.25,10.75,164,334.6666667
324,30-07-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,144,275
324,8/3/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,184.3333333,388.6666667
324,8/6/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11.5,12.5,99,169
324,8/10/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.5,10.75,113.3333333,205
324,13-08-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.75,9.75,171.3333333,337.6666667
324,17-08-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.25,11.5,193.6666667,282
324,20-08-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.75,10,208,389.6666667
324,27-08-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,7,8.4,176.6666667,334
324,31-08-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.4,11.4,188.6666667,362
324,9/7/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,175,281
324,9/10/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,125,280.6666667
324,14-09-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.5,9.5,139.6666667,264.3333333
324,18-09-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,195.3333333,370.3333333
324,21-09-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,157.3333333,291.3333333
324,24-09-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,148.6666667,244.3333333
324,28-09-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,11.4,12.4,213,384
324,10/1/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.4,10.8,185.3333333,387.3333333
324,10/5/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,10.5,11.75,169.6666667,321.6666667
324,10/12/2010,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,12.33333333,14.33333333,155,318
324,15-10-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,8.5,10,174.6666667,345.3333333
324,19-10-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,157.5,332.5
324,26-10-10,Uttar Pradesh,Agra,"Nunhai, Agra",Uttar Pradesh State Pollution Control Board,Industrial Area,9.2,10.8,181.3333333,379
