Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
17/11/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,36.5,214,473
24/11/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4.8,43,624,NA
28/11/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4.8,65.8,464,900
12/2/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,5.7,28.5,594,960
12/6/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,4,41.6,297,646
12/9/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,7.8,52.8,381,720
13/12/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,8.4,45.4,309,664
16/12/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,9.2,49.5,305,646
20/12/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,6.6,47.6,443,833
23/12/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,7.5,47.5,473,1080
29/12/2009,Uttar Pradesh,Agra,"DIC, Nunhai",Sensitive Areas,NA,NA,554,853
1/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,49.8,346,571
15/1/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,6.5,29.8,201,357
19/1/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,35.8,202,606
22/1/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.3,44.5,201,324
23/1/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,25.5,227,450
29/1/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5.3,44.3,303,474
30/1/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,38.8,308,461
31/1/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,26.5,226,398
2/3/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5.3,33.5,381,525
2/4/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,30.3,370,537
2/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,11.3,33.5,329,448
2/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.3,27.8,291,421
3/2/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,8.5,41.8,242,601
3/3/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,26.7,209,439
3/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,20.8,213,405
3/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,31.3,263,637
13/3/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,22.8,210,371
16/3/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,27,219,453
23/3/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,10.5,38.3,141,443
25/3/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,18.3,145,514
26/3/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.7,33.8,145,351
4/2/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,38,161,455
4/11/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.3,25,111,332
23/4/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,6.2,18.5,182,605
5/4/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,13.3,152,809
5/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.2,9.7,220,612
5/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.3,25.1,208,566
5/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4,25.3,92,248
16/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,13.7,121,380
19/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.5,19.3,172,850
20/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,15.3,163,438
26/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,28.3,133,427
6/2/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,19.7,186,531
6/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,24.8,240,709
6/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,24.8,195,619
6/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,22.3,159,526
6/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,13.7,202,553
6/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,18.3,192,611
15/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.8,12,281,669
18/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,9.2,18.2,185,553
19/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,11.2,12,116,535
23/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,6.8,206,463
24/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,10.5,164,656
30/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.8,17.1,72,378
7/2/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3,33.5,101,273
7/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.8,32,84,225
7/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5.5,6.8,43,187
7/11/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,22.8,72,207
14/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,5.5,14,56,156
15/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.3,13.8,62,223
17/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.8,12.8,71,160
18/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,14.3,62,195
20/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,13.8,32,95
21/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.8,15.7,49,138
23/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,6.5,39,154
26/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,8.7,30,124
28/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.7,14,41,177
30/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,13.5,56,231
8/2/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,15,55,256
8/4/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,14.8,76,291
8/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.8,8.1,84,237
8/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,5.6,77,273
8/11/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,19,NA,216
14/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,7.5,12.2,42,89
18/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,15.8,56,193
24/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.4,14.2,74,263
27/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4,16.2,42,110
31/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,13.5,45,106
9/2/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.3,17.2,46,138
9/4/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,15.8,37,91
9/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.8,9.6,33,83
9/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,6.2,7.8,35,69
15/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,20.3,69,324
17/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,20.7,79,376
18/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,20.1,87,345
24/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,21,140,531
10/3/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,10.3,52,312
10/6/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,9.5,26,67
10/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,35.2,157,480
10/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,30.2,134,455
10/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,26.8,149,340
13/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.7,35.7,196,462
15/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.3,46.2,211,519
16/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,29.5,199,508
17/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,20.3,141,327
18/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,26.5,275,508
19/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,26.5,126,378
21/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3,34.2,218,710
24/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3,36,197,507
27/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,9.8,46.5,320,689
30/10/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3,41.3,189,566
11/7/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,4.2,51.7,313,568
11/9/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,6.7,31,223,652
16/11/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,34.8,148,263
20/11/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,7.5,36.5,225,377
23/11/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,40.3,396,774
27/11/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,7.5,31.5,286,540
12/1/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,10,33.5,454,789
12/5/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,15.4,247,410
12/8/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,3.2,42.2,281,515
12/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.6,33.2,190,432
15/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,27.7,159,240
19/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,NA,28.5,299,526
27/12/2009,Uttar Pradesh,Agra,Itmad-ud-daulah,Sensitive Areas,2.5,32.8,411,642
1/12/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4.3,34.5,231,375
13/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,18.5,245,421
15/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,19.3,208,340
16/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,26.8,222,422
23/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3,16.5,196,457
24/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,19.5,136,373
27/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.3,21.9,196,388
28/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.8,19.8,167,329
29/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3,17.8,162,323
2/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.3,12.8,196,291
2/3/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,30.6,269,539
2/5/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,35,228,427
2/6/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,32.8,232,442
2/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,36,274,547
2/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,28,280,583
2/11/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,8,114,244
13/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,22.5,163,293
16/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.3,13.1,99,249
18/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,20.5,102,362
19/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,14.9,122,351
20/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.8,18.8,132,300
24/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,21.3,158,416
25/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,22,25.3,183,511
26/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,11.3,17,111,411
27/2/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.3,17.8,166,411
20/3/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,8,26,210,706
4/6/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,10,36,196,681
4/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,12,68,162
4/12/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.4,24.5,143,433
15/4/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,45.2,225,514
27/4/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,6.5,19.6,275,619
29/4/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,8.5,29.3,213,542
5/5/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,17.1,187,487
5/6/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,13.6,121,360
5/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,31.3,127,449
13/5/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,32.7,89,301
20/5/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,20.3,101,364
24/5/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.3,12.4,79,381
27/5/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,32.8,87,418
31/5/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3,34.8,99,274
6/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.2,50.7,138,519
6/3/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,8.6,213,846
6/11/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4.7,30.8,160,457
16/6/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,11.9,76,341
22/6/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4.5,18.9,131,657
24/6/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,10.8,118,584
29/6/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,11.4,45,188
7/4/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.7,31.2,63,181
7/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,25,57,185
7/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3,24.3,59,156
13/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.8,16.6,40,130
14/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.8,15,45,134
16/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,11,46,175
19/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,15.8,29,133
22/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.2,15.4,29,128
25/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,16.4,25,116
27/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,19.8,31,141
28/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,6.4,41,211
29/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.3,17.5,51,238
8/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,21,56,351
8/3/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.7,10.4,46,284
8/4/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.7,13.9,65,339
8/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,16.3,90,330
13/8/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.3,26.8,95,245
17/8/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.7,15.8,39,110
20/8/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.3,15.9,44,237
21/8/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,14.7,39,219
23/8/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,15.5,51,303
26/8/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,23.2,38,103
30/8/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,18.3,50,168
9/1/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,17.9,46,143
9/3/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,19.8,47,141
9/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,18.5,31,74
14/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,26.5,104,372
16/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,18.9,76,370
18/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,17.8,70,345
22/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.7,23.2,93,349
24/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.8,28.4,132,485
29/9/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.8,15.3,103,328
10/4/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,12.8,33,101
10/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,29.8,106,285
22/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,50.7,181,579
23/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.7,26.5,NA,477
26/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.7,40.2,267,518
28/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.3,36.3,319,756
31/10/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,5.2,32.5,237,845
11/3/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,49,164,427
11/4/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,23.6,170,346
11/6/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,33,293,469
11/8/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.3,62.7,177,496
11/11/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.5,29.7,318,642
15/11/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,26,208,308
18/11/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4,29.7,194,331
22/11/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4,59.5,355,603
25/11/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,NA,53.3,273,597
30/11/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,4.7,40.7,364,755
12/4/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3,56.3,345,618
12/7/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.7,26,179,345
14/12/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.8,33,448,717
18/12/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.6,17.8,155,288
21/12/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,8.7,28.8,196,409
26/12/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,3.2,28.2,251,504
30/12/2009,Uttar Pradesh,Agra,Rambagh,Sensitive Areas,2.5,21.3,271,448
1/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.5,18.3,223,377
1/4/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,21,356,447
14/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5.3,38.3,217,345
15/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,13,18,156,309
17/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,24,26.5,213,390
18/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.3,10.8,217,308
19/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,17.3,150,328
20/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5.3,20.3,120,287
24/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,9.3,17,150,382
25/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,11.3,219,362
27/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,10,13,149,316
2/5/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,7.3,131,314
2/7/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,12.3,11.8,96,288
2/9/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.5,24,198,390
2/10/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14.5,157,315
2/11/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14.3,128,188
2/12/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.5,8.5,138,211
14/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,11.5,129,265
16/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11.5,22.5,130,264
17/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,13.5,32,165,366
18/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7,12,108,239
19/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5.3,28.5,127,309
21/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,7.8,21,79,255
22/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5.3,14.5,105,300
24/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,9,24.9,180,541
25/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,10.8,24.5,170,372
26/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.8,13.8,148,313
28/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,17.8,152,523
3/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,5,20,153,412
3/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11.3,48.8,264,594
3/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6,27.7,212,413
3/4/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,14.9,235,591
3/5/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,11.3,23.8,221,678
3/7/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,24,177,552
3/8/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.3,9.3,123,339
3/9/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,7.5,111,323
14/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,13,164,362
15/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4,19.8,169,353
16/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,6.5,19,150,348
17/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,15.8,18,224,500
18/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,12.5,26.9,191,406
19/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.8,19.4,169,387
21/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.2,15.8,123,288
22/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.3,19.8,135,299
23/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,12.7,12.8,145,333
24/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3,16.1,162,489
25/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,2.5,16.2,107,268
26/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.3,22.3,115,260
28/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,16.3,86,202
29/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,15,94,219
30/3/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.2,16,107,229
4/1/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,8,27.3,117,314
4/2/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,11.6,147,401
4/4/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.8,20.3,155,404
4/5/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,3.2,24.7,169,409
4/6/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,8.5,29.8,216,610
4/7/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,16.8,17.8,217,571
4/9/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,11.5,78,174
4/11/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,NA,7.8,125,242
4/12/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.7,37.2,183,375
13/4/2009,Uttar Pradesh,Agra,Taj Mahal,Sensitive Areas,4.3,25.8,168,350
