Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
1,20/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,28,145,NA
1,21/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,20,159,NA
1,23/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,24,169,NA
1,24/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,23,195,NA
1,25/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,28,207,NA
1,26/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,12,159,NA
1,27/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,138,NA
1,28/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,21,168,NA
1,30/04/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,26,359,NA
1,5/1/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,169,NA
1,5/2/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,23,124,NA
1,5/3/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,16,181,NA
1,5/4/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,13,129,NA
1,5/5/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,7,113,NA
1,5/7/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,144,NA
1,5/8/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,175,NA
1,5/9/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,21,186,NA
1,5/11/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,9,141,NA
1,5/12/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,132,NA
1,14/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,23,122,NA
1,15/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,23,166,NA
1,16/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,102,NA
1,19/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,61,NA
1,23/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,28,112,NA
1,24/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,27,148,NA
1,25/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,10,183,NA
1,26/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,165,NA
1,28/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,12,199,NA
1,29/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,130,NA
1,30/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,7,91,NA
1,31/05/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,7,135,NA
1,6/1/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,7,113,NA
1,6/2/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,9,99,NA
1,6/4/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,128,NA
1,6/5/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,148,NA
1,6/6/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,6,12,148,NA
1,6/7/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,8,137,NA
1,6/8/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,109,NA
1,6/9/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,10,97,NA
1,6/11/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,15,72,NA
1,6/12/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,8,8,85,NA
1,13/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,13,109,NA
1,14/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,16,109,NA
1,15/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,9,36,NA
1,16/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,48,NA
1,18/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,6,87,NA
1,19/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,94,NA
1,20/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,52,NA
1,21/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,46,NA
1,22/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,8,47,NA
1,23/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,36,NA
1,25/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,32,NA
1,26/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,44,NA
1,27/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,17,53,NA
1,28/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,27,NA
1,29/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,11,26,NA
1,30/06/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,40,NA
1,7/2/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,8,66,NA
1,7/3/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,85,NA
1,7/4/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,13,121,NA
1,7/5/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,8,99,NA
1,7/6/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,8,35,NA
1,7/7/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,7,39,NA
1,7/9/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,11,39,NA
1,7/10/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,NA,NA
1,7/11/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,5,10,41,NA
1,7/12/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,25,35,NA
1,13/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,28,NA
1,14/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,36,NA
1,19/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,42,NA
1,20/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,28,NA
1,21/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,48,NA
1,23/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,19,NA
1,24/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,34,NA
1,25/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,6,49,NA
1,26/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,53,NA
1,27/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,6,32,NA
1,28/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,7,17,NA
1,30/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,13,40,NA
1,31/07/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,8,33,NA
1,8/1/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,17,30,NA
1,8/2/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,29,NA
1,8/3/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,10,38,NA
1,8/4/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,50,NA
1,8/6/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,21,43,NA
1,8/7/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,19,NA
1,8/8/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,9,NA
1,8/9/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,18,NA
1,8/10/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,13,NA
1,8/11/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,22,NA
1,13/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,20,NA
1,14/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,12,NA
1,16/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,19,NA
1,17/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,10,24,NA
1,18/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,11,44,NA
1,20/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,3,5,26,NA
1,21/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,42,NA
1,23/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,6,24,NA
1,24/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,10,35,NA
1,25/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,41,NA
1,27/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,8,41,NA
1,28/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,7,34,NA
1,29/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,6,30,NA
1,30/08/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,32,NA
1,9/1/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,29,NA
1,9/3/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,18,NA
1,9/4/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,20,NA
1,9/5/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,6,12,NA
1,9/6/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,27,NA
1,9/7/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,6,17,NA
1,9/8/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,20,NA
1,9/12/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,6,21,NA
1,13/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,8,33,NA
1,14/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,29,NA
1,15/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,7,25,NA
1,17/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,8,28,NA
1,18/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,5,20,NA
1,19/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,7,34,NA
1,20/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,50,NA
1,21/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,15,70,NA
1,22/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,20,82,NA
1,24/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,76,NA
1,25/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,18,95,NA
1,26/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,9,60,NA
1,27/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,12,68,NA
1,28/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,14,69,NA
1,29/09/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,17,76,NA
1,10/1/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,23,113,NA
1,10/3/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,20,85,NA
1,10/4/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,4,17,91,NA
1,10/5/2011,Uttar Pradesh,Agra,"Taj Mahal, Agra",Central Pollution Control Board,Sensitive Area,2,21,117,NA
